,0
Individuals,11.0
xnorm_mean,-15.767387272727273
xnorm_std,41.5213421562389
ynorm_mean,-7.745031636363636
ynorm_std,33.057656421800885
znorm_mean,3.5800164909090912
znorm_std,28.05263834228146
laa950perc10b_mean,18.278120736363636
laa950perc10b_std,22.090915415479532
meanintensity0i_mean,-400.5004154545455
meanintensity0i_std,224.25278412159386
compactness10i_mean,2.808700891818182
compactness10i_std,1.828485918776926
sphericity0i_mean,0.5079875590909091
sphericity0i_std,0.09318290146689083
graylevels0i_mean,264.90909090909093
graylevels0i_std,201.59784450507132
energy0i_mean,107461500.36363636
energy0i_std,115885211.50145026
entropy0i_mean,411.9188920909091
entropy0i_std,464.3421964100496
skewness0i_mean,0.3731530309090909
skewness0i_std,0.6158519162405257
kurtosis0i_mean,-0.5904027618181819
kurtosis0i_std,0.5587616018939077
maximum3ddiameter0i_mean,12.467480590909092
maximum3ddiameter0i_std,5.938019149442335
